epsilon approx query
0.9 0.8723869323730469 0.4507440317
0.89 0.8723869323730469 0.4507440317
0.88 0.8723869323730469 0.4507440317
0.87 0.8723869323730469 0.4507440317
0.86 0.8723869323730469 0.4507440317
0.85 0.8723869323730469 0.4507440317
0.84 0.8723869323730469 0.4507440317
0.83 0.8723869323730469 0.4507440317
0.82 0.8723869323730469 0.4507440317
0.8099999999999999 0.8723869323730469 0.4507440317
0.7999999999999999 0.8723869323730469 0.4507440317
0.7899999999999999 0.8723869323730469 0.4507440317
0.7799999999999999 0.8723869323730469 0.4507440317
0.7699999999999999 0.8723869323730469 0.4507440317
0.7599999999999999 0.8723869323730469 0.4507440317
0.7499999999999999 0.8723869323730469 0.4507440317
0.7399999999999999 0.8723869323730469 0.4507440317
0.7299999999999999 0.8723869323730469 0.4507440317
0.7199999999999999 0.8723869323730469 0.4507440317
0.7099999999999999 0.8723869323730469 0.4507440317
0.6999999999999998 0.8723869323730469 0.4507440317
0.6899999999999998 0.8723869323730469 0.4507440317
0.6799999999999998 0.8723869323730469 0.4507440317
0.6699999999999998 0.8723869323730469 0.4507440317
0.6599999999999998 0.8723869323730469 0.4507440317
0.6499999999999998 0.8723869323730469 0.4507440317
0.6399999999999998 0.8723869323730469 0.4507440317
0.6299999999999998 0.8723869323730469 0.4507440317
0.6199999999999998 0.8723869323730469 0.4507440317
0.6099999999999998 0.8723869323730469 0.4507440317
0.5999999999999998 0.8723869323730469 0.4507440317
0.5899999999999997 0.8723869323730469 0.4507440317
0.5799999999999997 0.8723869323730469 0.4507440317
0.5699999999999997 0.8723869323730469 0.4507440317
0.5599999999999997 0.8723869323730469 0.4507440317
0.5499999999999997 0.8723869323730469 0.4507440317
0.5399999999999997 0.8723869323730469 0.4507440317
0.5299999999999997 0.8723869323730469 0.4507440317
0.5199999999999997 0.8723869323730469 0.4507440317
0.5099999999999997 0.8723869323730469 0.4507440317
0.49999999999999967 0.8723869323730469 0.4507440317
0.48999999999999966 0.8723869323730469 0.4507440317
0.47999999999999965 0.8723869323730469 0.4507440317
0.46999999999999964 0.8723869323730469 0.4507440317
0.45999999999999963 0.8723869323730469 0.4507440317
0.4499999999999996 0.8723869323730469 0.4507440317
0.4399999999999996 0.8723869323730469 0.4507440317
0.4299999999999996 0.8723869323730469 0.4507440317
0.4199999999999996 0.8723869323730469 0.8723899719
0.4099999999999996 0.8723869323730469 0.8723899719
