epsilon approx query
0.9 3.099997411482036 3.035714286
0.89 3.099997411482036 3.035714286
0.88 3.099997411482036 3.035714286
0.87 3.099997411482036 3.035714286
0.86 3.099997411482036 3.035714286
0.85 3.099997411482036 3.035714286
0.84 3.099997411482036 3.035714286
0.83 3.099997411482036 3.035714286
0.82 3.099997411482036 3.035714286
0.8099999999999999 3.099997411482036 3.035714286
0.7999999999999999 3.099997411482036 3.035714286
0.7899999999999999 3.099997411482036 3.035714286
0.7799999999999999 3.099997411482036 3.035714286
0.7699999999999999 3.099997411482036 3.035714286
0.7599999999999999 3.099997411482036 3.035714286
0.7499999999999999 3.099997411482036 3.035714286
0.7399999999999999 3.099997411482036 3.035714286
0.7299999999999999 3.099997411482036 3.035714286
0.7199999999999999 3.099997411482036 3.035714286
0.7099999999999999 3.099997411482036 3.035714286
0.6999999999999998 3.099997411482036 3.035714286
0.6899999999999998 3.099997411482036 3.035714286
0.6799999999999998 3.099997411482036 3.035714286
0.6699999999999998 3.099997411482036 3.035714286
0.6599999999999998 3.099997411482036 3.035714286
0.6499999999999998 3.099997411482036 3.035714286
0.6399999999999998 3.099997411482036 3.035714286
0.6299999999999998 3.099997411482036 3.035714286
0.6199999999999998 3.099997411482036 3.035714286
0.6099999999999998 3.099997411482036 3.035714286
0.5999999999999998 3.099997411482036 3.035714286
0.5899999999999997 3.099997411482036 3.035714286
0.5799999999999997 3.099997411482036 3.035714286
0.5699999999999997 3.099997411482036 3.035714286
0.5599999999999997 3.099997411482036 3.035714286
0.5499999999999997 3.099997411482036 3.035714286
0.5399999999999997 3.099997411482036 3.035714286
0.5299999999999997 3.099997411482036 3.035714286
0.5199999999999997 3.099997411482036 3.035714286
0.5099999999999997 3.099997411482036 3.035714286
0.49999999999999967 3.099997411482036 3.035714286
0.48999999999999966 3.099997411482036 3.035714286
0.47999999999999965 3.099997411482036 3.035714286
0.46999999999999964 3.099997411482036 3.035714286
0.45999999999999963 3.099997411482036 3.035714286
0.4499999999999996 3.099997411482036 3.035714286
0.4399999999999996 3.099997411482036 3.035714286
0.4299999999999996 3.099997411482036 3.035714286
0.4199999999999996 3.099997411482036 3.035714286
0.4099999999999996 3.099997411482036 3.035714286
0.3999999999999996 3.099997411482036 3.035714286
0.38999999999999957 3.099997411482036 3.035714286
0.37999999999999956 3.099997411482036 3.035714286
0.36999999999999955 3.099997411482036 3.035714286
0.35999999999999954 3.099997411482036 3.1
0.34999999999999953 3.099997411482036 3.1
